Package,Version
footnotebackref,1.0
footnotehyper,1.1a
footnoterange,1.0c
footnpag,
forarray,1.01
foreign,2.7
forest,2.1.5
forest-quickstart,
forloop,3.0
formation-latex-ul,2019.03
formlett,2.3
forms16be,1.3
formular,1.0a
forum,
fouridx,2.00
fourier,2.1
fouriernc,
fp,2.1d
fpl,1.003
fragmaster,1.6
fragmaster.aarch64-linux,
fragments,
frame,1.0
framed,0.96
francais-bst,1.1
frankenstein,
frcursive,
frederika2016,1.000 2016 initial release
frege,1.3
frenchmath,1.4
frletter,
frontespizio,1.4a
ftc-notebook,1.1
ftcap,1.4
ftnxtra,0.1
fullblck,1.03
fullminipage,0.1.1
fullwidth,0.1
functan,
fundus-calligra,1.2
fundus-cyr,
fundus-sueterlin,1.2
fvextra,1.4
fwlw,
g-brief,4.0.3
gaceta,1.06
galois,1.5
gamebook,1.0
gammas,1.0
garamond-libre,1.1
garamond-math,
garrigues,
garuda-c90,
gastex,2.8
gatech-thesis,1.8
gates,0.2
gatherenum,1.8
gauss,
gb4e,
gbt7714,1.1.2
gcard,
gchords,1.20
gcite,1.0.1
gender,1.0
gene-logic,1.4
genealogy,
genealogytree,1.32
genmisc,
genmpage,0.3.1
gentium-tug,1.1.1
gentle,
gentombow,
geometry,5.9
german,2.5e
germbib,
germkorr,1.0
geschichtsfrkl,1.4
getfiledate,1.2
getitems,1.0
getmap,1.11
getmap.aarch64-linux,
getoptk,1.0
gettitlestring,1.6
gfnotation,2.9
gfsartemisia,1.0
gfsbaskerville,1.0
gfsbodoni,1.01
gfscomplutum,1.0
gfsdidot,
gfsdidotclassic,001.001
gfsneohellenic,
gfsneohellenicmath,1.0.1
gfsporson,1.01
gfssolomos,1.0
ghab,0.5
ghsystem,4.8c
gillcm,1.1
gillius,
gincltex,0.3
gindex,0.2
ginpenc,1.0
gitfile-info,0.5
gitinfo,1.0
gitinfo2,2.0.7
gitlog,0.0.beta
gitver,1.0
globalvals,1.1
glosmathtools,0.5.1
gloss,1.5.2
gloss-occitan,0.1
glossaries,4.45
glossaries-danish,1.0
glossaries-dutch,1.1
glossaries-english,1.0
glossaries-estonian,1.0
glossaries-extra,1.43
glossaries-finnish,1.0
glossaries-french,1.1
glossaries-german,1.0
glossaries-irish,1.0
glossaries-italian,1.0
glossaries-magyar,1.0
glossaries-polish,1.0
glossaries-portuges,1.1
glossaries-serbian,1.0
glossaries-slovene,1.0
glossaries-spanish,1.0
glossaries.aarch64-linux,
glyphlist,
gmdoc,0.993
gmdoc-enhance,0.2
gmiflink,0.97
gmp,1.0
gmutils,0.996
gmverb,0.98
gmverse,0.73
gnu-freefont,
gnuplottex,0.9.4
go,
gobble,0.2
gofonts,
gost,1.2i
gothic,
gotoh,1.1
grabbox,1.4
gradientframe,0.2
gradstudentresume,
grafcet,1.3.5
grant,0.0.3
graph35,0.1.1
graphbox,1.1
graphics,
graphics-cfg,
graphics-def,
graphics-pln,
graphicx-psmin,1.1
graphicxbox,1.0
graphicxpsd,1.1
graphviz,0.94
grayhints,
greek-fontenc,0.14
greek-inputenc,1.7
greekdates,1.0
greektex,
greektonoi,
greenpoint,
gregoriotex,5.2.1
gregoriotex.aarch64-linux,
grfext,1.3
grffile,2.1
grfpaste,0.2
grid,1.0
grid-system,0.3.0
gridset,0.3
gridslides,0.1.1
grotesq,
grundgesetze,1.02
gsemthesis,0.9.4
gsftopk,1.19.2
gsftopk.aarch64-linux,
gtl,0.5
gtrcrd,1.1
gtrlib-largetrees,1.2b
gu,
guide-to-latex,
guitar,1.6
guitarchordschemes,0.7
guitartabs,
guitlogo,1.0.0-alpha.3
gustlib,
gustprog,
gzt,0.98
h2020proposal,1.0
hackthefootline,
hacm,0.1
hagenberg-thesis,
halloweenmath,0.11
handin,0.1.1
handout,1.6.0
hands,
hang,2.1
hanging,1.2b
hanoi,20120101
happy4th,20120102
har2nat,1.0
haranoaji,20200215
haranoaji-extra,20200215
hardwrap,0.2
harmony,
harnon-cv,1.0
harpoon,1.0
harvard,2.0.5
harveyballs,1.1
harvmac,
hatching,0.11
hausarbeit-jura,2.0
havannah,
hc,
he-she,1.3
hecthese,1.3.2
helvetic,
hep,1.0
hep-paper,1.1
hepnames,2.0
hepparticles,2.0
hepthesis,1.5.2
hepunits,1.1.1
here,
heuristica,1.092
hexgame,1.0
hf-tikz,0.3a
hfbright,
hfoldsty,1.15
hhtensor,0.61
histogr,1.01
historische-zeitschrift,1.2
hitec,0.0(beta)
hithesis,2.0.11
hitszthesis,2.1
hletter,4.2
hlist,0.11
hmtrump,1.2a
hobby,1.8
hobete,
hobsub,
hologo,1.14
hook-pre-commit-pkg,1.1.2
horoscop,0.92
hpsdiss,1.0
hrefhide,1.0f
hrlatex,0.23
hu-berlin-bundle,1.0.4
hulipsum,1.0
hustthesis,1.4
hvfloat,2.16
hvindex,0.04
hvqrurl,0.01a
hycolor,1.10
hypdvips,3.03
hyper,4.2d
hyperbar,0.1
hypernat,1.0b
hyperref,7.00d
hyperxmp,4.1
hyph-utf8,
hyphen-afrikaans,
hyphen-ancientgreek,
hyphen-arabic,
hyphen-armenian,
hyphen-base,
hyphen-basque,
hyphen-belarusian,
hyphen-bulgarian,
hyphen-catalan,
hyphen-chinese,
hyphen-churchslavonic,
hyphen-coptic,
hyphen-croatian,
hyphen-czech,
hyphen-danish,
hyphen-dutch,1.1
hyphen-english,
hyphen-esperanto,
hyphen-estonian,
hyphen-ethiopic,
hyphen-farsi,
hyphen-finnish,
hyphen-french,
hyphen-friulan,
hyphen-galician,
hyphen-georgian,
hyphen-german,
hyphen-greek,5
hyphen-hungarian,
hyphen-icelandic,
hyphen-indic,
hyphen-indonesian,
hyphen-interlingua,
hyphen-irish,
hyphen-italian,4.8g
hyphen-kurmanji,
hyphen-latin,3.1
hyphen-latvian,
hyphen-lithuanian,
hyphen-mongolian,
hyphen-norwegian,
hyphen-occitan,
hyphen-piedmontese,
hyphen-polish,3.0a
hyphen-portuguese,
hyphen-romanian,
hyphen-romansh,
hyphen-russian,
hyphen-sanskrit,
hyphen-serbian,1.0a
hyphen-slovak,
hyphen-slovenian,
hyphen-spanish,4.5
hyphen-swedish,
hyphen-thai,
hyphen-turkish,
hyphen-turkmen,
hyphen-ukrainian,
hyphen-uppersorbian,
hyphen-welsh,
hyphenat,2.3c
hyphenex,
hyplain,1.0
ibycus-babel,3.0
ibygrk,4.5
icite,1.2
icsv,0.2
identkey,0.1.0
idxcmds,0.2c
idxlayout,0.4d
ieeepes,4.0
ietfbibs,1.0.0
iffont,1.0.0
ifmslide,0.47
ifmtarg,1.2b
ifnextok,0.3
ifoddpage,1.1
ifplatform,0.4a
ifptex,2.0
ifsym,
iftex,1.0c
ifthenx,0.1a
ifxptex,0.2
iitem,1.0
ijmart,1.7
ijqc,1.2
ijsra,1.1
imac,
image-gallery,1.0j
imakeidx,1.3e
imfellenglish,
impatient,
impatient-cn,
impatient-fr,
impnattypo,1.5
import,6.0
imsproc,0.1
imtekda,1.7
incgraph,1.12
includernw,0.1.0
inconsolata,1.121
index,4.1beta
indextools,1.5.1
infwarerr,1.5
initials,
inkpaper,1.0
inline-images,1.0
inlinebib,
inlinedef,1.0
inputenx,1.12
inputtrc,0.3
inriafonts,1.0
insbox,2.2
installfont,1.7
installfont.aarch64-linux,
intcalc,1.3
interactiveworkbook,
interchar,0.2
interfaces,3.1
interpreter,1.2
interval,0.4
intopdf,0.2.1
intro-scientific,5th edition
inversepath,0.2
invoice,
invoice-class,1.0
invoice2,
iodhbwm,1.1.1
ionumbers,0.3.3
iopart-num,2.1
ipaex,
ipaex-type1,0.5
is-bst,2.03
iscram,1.1
iso,2.4
iso10303,1.5
isodate,2.28
isodoc,1.10
isomath,0.6.1
isonums,1.0
isopt,0.01
isorot,
isotope,0.3
issuulinks,1.1
istgame,2.0
itnumpar,1.0
iwhdp,0.50
iwona,0.995b
jablantile,
jacow,2.4
jadetex,3.13
jadetex.aarch64-linux,
jamtimes,1.12
japanese-otf,1.7b8
japanese-otf-uptex,0.24
jbact,1.30
jfmutil,1.2.3
jfmutil.aarch64-linux,
jigsaw,0.1a
jkmath,0.1
jknapltx,
jlabels,
jlreq,
jmb,1.21
jmlr,1.26
jmn,
jneurosci,1.00
jnuexam,0.7
jpsj,1.2.2
js-misc,
jsclasses,
jslectureplanner,1.9
jumplines,0.2
junicode,1.0.2
jura,4.3
juraabbrev,
jurabib,0.6
juramisc,0.91
jurarsp,0.52
jvlisting,0.7
kalendarium,1.0
kanaparser,1.0
kantlipsum,0.8a
karnaugh,
karnaugh-map,1.1
karnaughmap,2.0
kastrup,
kblocks,1.0
kdgdocs,1.0
kerkis,1.1
kerntest,1.32
ketcindy,20191225.0
ketcindy.aarch64-linux,
keycommand,3.1415
keyfloat,2.01
keyindex,1.0
keyreader,0.5b
keystroke,1.6
keyval2e,0.0.2
keyvaltable,2.1
kix,
kixfont,
kluwer,
knitting,3.0
knittingpattern,
knowledge,1.21
knuth,
knuth-lib,
knuth-local,
koma-moderncvclassic,0.5
koma-script,3.29
koma-script-examples,
koma-script-sfs,1.0
komacv,1.1.1
komacv-rg,0.9.2
kotex-oblivoir,2.1.8
kotex-plain,2.1.1a
kotex-utf,2.1.2
kotex-utils,2.1.0
kotex-utils.aarch64-linux,
kpathsea,
kpathsea.aarch64-linux,
kpfonts,3.33
ksfh_nat,1.1
ksp-thesis,1.0.2
ktv-texdata,05.34
ku-template,0.02
kurdishlipsum,1.1
kurier,0.995b
kvdefinekeys,1.6
kvmap,0.3.2
kvoptions,3.13
kvsetkeys,1.18
l2picfaq,1.50
l2tabu,2.4
l2tabu-english,1.8.5.7
l2tabu-french,2.3
l2tabu-italian,2.3
l2tabu-spanish,1.1
l3backend,
l3build,
l3build.aarch64-linux,
l3experimental,
l3kernel,
l3packages,
labbook,
labels,.13
labels4easylist,1.0
labelschanged,1.0
labyrinth,1.0
lacheck,
lacheck.aarch64-linux,
ladder,
lambda,
lambda-lists,
langcode,0.2
langsci,
lapdf,1.1
lastpackage,0.1
lastpage,1.2m
latex,2020-02-02-PL5
latex-amsmath-dev,2020-02-01 pre-release 1
latex-base-dev,2020-10-01 pre-release 4
latex-bib-ex,
latex-bib2-ex,
latex-bin,
latex-bin-dev,
latex-bin-dev.aarch64-linux,
latex-bin.aarch64-linux,
latex-brochure,
latex-course,2
latex-doc-ptr,
latex-fonts,
latex-git-log,1.0.0
latex-git-log.aarch64-linux,
latex-graphics-companion,
latex-graphics-dev,2020-10-01 pre-release 0
latex-make,2.3.0
latex-mr,1.0
latex-notes-zh-cn,1.20
latex-papersize,1.63
latex-papersize.aarch64-linux,
latex-referenz,2
latex-refsheet,1.2
latex-tabellen,
latex-tds,
latex-tools-dev,2020-10-01 pre-release 2
latex-uni8,0.03
latex-veryshortguide,
latex-via-exemplos,0.5.6
latex-web-companion,
latex2e-help-texinfo,
latex2e-help-texinfo-fr,
latex2e-help-texinfo-spanish,
latex2man,1.29
latex2man.aarch64-linux,
latex2nemeth,1.0.1
latex2nemeth.aarch64-linux,
latex4musicians,1.0.1
latex4wp,1.0.10
latex4wp-it,1.0.10
latexbangla,0.2
latexbug,1.0g
latexcheat,1.13
latexcheat-de,
latexcheat-esmx,2.00
latexcheat-ptbr,1.13
latexcolors,0.1a
latexconfig,
latexcourse-rug,1.1
latexdemo,0.1
latexdiff,1.3.0
latexdiff.aarch64-linux,
latexfileinfo-pkgs,0.22
latexfileversion,0.3
latexfileversion.aarch64-linux,
latexgit,
latexindent,3.7.1
latexindent.aarch64-linux,
latexmk,4.67
latexmk.aarch64-linux,
latexmp,1.2.1
latexpand,1.6
latexpand.aarch64-linux,
latino-sine-flexione,1.2
lato,3.3
layaureo,0.2
layouts,2.6d
lazylist,1.0a
lccaps,1.0
lcd,0.3
lcdftypetools,
lcdftypetools.aarch64-linux,
lcg,1.3
lcyw,1.1
leading,0.3
leadsheets,0.6
leaflet,1.1b
lecturer,
lectures,1.0.5
ledmac,0.19.4
leftidx,
leipzig,2.3
lengthconvert,1.0a
letltxmacro,1.6
letterswitharrows,
lettre,3.000
lettrine,2.22
levy,
lewis,0.1
lexend,1.0.2
lexikon,1.0c
lexref,1.1a
lfb,1.0
lgreek,
lh,3.5g
lhcyr,
lhelp,2.0
libertine,5.3.0
libertinegc,1.01
libertinus,0.01
libertinus-fonts,6.9
libertinus-otf,0.24
libertinus-type1,
libertinust1math,1.1.9
libgreek,1.0
librarian,1.0
librebaskerville,
librebodoni,
librecaslon,
librefranklin,
libris,1.007
lie-hasse,1.0
lilyglyphs,0.2.3
lilyglyphs.aarch64-linux,
limap,2.2
limecv,0.1.7
linearA,
linegoal,2.9
lineno,4.41
ling-macros,
linguex,4.3
linguisticspro,
linop,0.1
lion-msc,0.28
lipsum,2.2
lisp-on-tex,2.0
listbib,2.2
listbib.aarch64-linux,
listing,1.2
listings,1.8c
listings-ext,67
listings-ext.aarch64-linux,
listingsutf8,1.5
listlbls,1.03
listliketab,
listofitems,1.63
listofsymbols,0.2
lithuanian,
liturg,1.0
lkproof,3.1
llncsconf,1.0.0
lm,2.004
lm-math,1.959
lmake,1.0
lni,1.6
lobster2,
locality,0.2
localloc,
logbox,1.0
logical-markup-utils,
logicproof,
logicpuzzle,2.5
logix,1.02
logpap,0.6
logreq,1.0
lollipop,1.07
lollipop.aarch64-linux,
longdivision,1.1.0
longfbox,1.0
longfigure,1.0
longnamefilelist,0.2
loops,1.3
lpform,
lpic,0.8
lplfitch,0.9
lps,0.7
lroundrect,1.0
lsc,
lshort-bulgarian,
lshort-chinese,6.01
lshort-czech,4.27
lshort-dutch,1.3
lshort-english,6.2
lshort-estonian,5.05
lshort-finnish,
lshort-french,5.01fr-0
lshort-german,3.0c
lshort-italian,
lshort-japanese,
lshort-korean,
lshort-mongol,4.26
lshort-persian,5.01
lshort-polish,
lshort-portuguese,5.01.0
lshort-russian,
lshort-slovak,
lshort-slovenian,4.20
lshort-spanish,0.5
lshort-thai,1.32
lshort-turkish,4.20
lshort-ukr,4.00
lshort-vietnamese,4.00
lstaddons,0.1
lstbayes,
lstfiracode,0.1c
lt3graph,0.1.9
ltablex,1.1
ltabptch,1.74d
ltb2bib,0.01
ltxcmds,1.24
ltxdockit,1.2d
ltxfileinfo,2.04
ltxfileinfo.aarch64-linux,
ltxguidex,0.2.0
ltximg,1.7
ltximg.aarch64-linux,
ltxindex,0.1c
ltxkeys,0.0.3c
ltxmisc,
ltxnew,1.3
ltxtools,0.0.1a
lua-alt-getopt,0.7.0
lua-check-hyphen,0.7a
lua-visual-debug,0.7
lua2dox,0.2
lua2dox.aarch64-linux,
luabibentry,0.1a
luabidi,0.5
luacode,1.2a
luacolor,1.15
luahbtex,
luahbtex.aarch64-linux,
luahyphenrules,1.0
luaimageembed,0.1
luaindex,0.1b
luainputenc,0.973
luaintro,0.03
luajittex,
luajittex.aarch64-linux,
lualatex-doc,
lualatex-doc-de,1.0
lualatex-math,1.8
lualatex-truncate,1.1
lualibs,2.70
luamesh,0.51
luamplib,2.20.5
luaotfload,3.12
luaotfload.aarch64-linux,
luapackageloader,0.2
luarandom,0.01
luasseq,
luatex,
luatex.aarch64-linux,
luatex85,1.4
luatexbase,1.3
luatexja,20200301.0
luatexko,2.6
luatextra,1.0.1
luatodonotes,0.5
luavlna,0.1f
luaxml,0.1l
lwarp,0.80
lwarp.aarch64-linux,
lxfonts,2.0b
ly1,
lyluatex,1.0f
m-tx,0.63c
m-tx.aarch64-linux,
macros2e,0.4a
macroswap,1.1
mafr,1.0
magaz,0.4
magicnum,1.7
mailing,
mailmerge,1.0
make4ht,0.3d
make4ht.aarch64-linux,
makebarcode,1.0
makebase,0.2
makebox,0.1
makecell,0.1e
makecirc,
makecmds,
makecookbook,0.85
makedtx,1.2
makedtx.aarch64-linux,
makeglos,
makeindex,
makeindex.aarch64-linux,
makeplot,1.0.6
maker,1.0
makerobust,2.0
makeshape,2.1
mandi,2.7.5
manfnt,
manfnt-font,
manuscript,1.7
manyind,
marcellus,
margbib,1.0c
marginfit,1.1
marginfix,1.1
marginnote,1.4b
markdown,2.8.1
marvosym,2.2a
matc3,1.0.1
matc3mem,1.1
match_parens,1.43
match_parens.aarch64-linux,
math-e,
math-into-latex-4,
mathabx,
mathabx-type1,
mathalpha,1.13
mathastext,1.3w
mathcommand,1.03
mathcomp,0.1f
mathdesign,2.31
mathdots,0.9
mathexam,1.00
mathfam256,0.5
mathfixs,1.01
mathfont,1.6
mathpartir,1.3.2
mathpazo,1.003
mathpunctspace,1.1
maths-symbols,3.4
mathspec,0.2b
mathspic,1.13
mathspic.aarch64-linux,
mathtools,1.23
matlab-prettifier,0.3
matrix-skeleton,1.0
mattens,1.3
maybemath,
mcaption,3.0
mceinleger,
mcexam,0.4
mcf2graph,4.48
mcite,1.6
mciteplus,1.2
mcmthesis,6.3
mdframed,1.9b
mdputu,1.2
mdsymbol,0.5
mdwtools,1.05.4
media9,1.05
medstarbeamer,
meetingmins,1.6
memdesign,
memexsupp,0.1
memoir,3.7j
memory,1.2
memorygraphs,0.1.1
mendex-doc,
mensa-tex,
mentis,1.5
menu,0.994
menukeys,1.5
merriweather,
metafont,2.7182818
metafont-beginners,
metafont.aarch64-linux,
metago,0.9
metalogo,0.12
metalogox,1.00
metaobj,0.93
metaplot,0.91
metapost,
metapost-colorbrewer,
metapost-examples,
metapost.aarch64-linux,
metastr,1.0
metatex,1.1
metatype1,0.56
metauml,0.2.6
method,2.0b
metre,1.0
metrix,1.5
mex,1.05
mex.aarch64-linux,
mf2pt1,2.5a
mf2pt1.aarch64-linux,
mfirstuc,2.06
mflogo,2.0
mflogo-font,1.002
mflua,
mflua.aarch64-linux,
mfnfss,
mfpic,1.10
mfpic4ode,0.4
mftinc,1.0a
mfware,
mfware.aarch64-linux,
mgltex,4.2
mhchem,
mhequ,1.7
mi-solns,0.6
miama,1.1
microtype,2.7d
microtype-de,2.4
midnight,
midpage,1.1a
miller,1.2
milog,1.0
milsymb,1.01
minibox,0.2a
minidocument,1.0
minifp,0.96
minipage-marginpar,0.2
miniplot,
minitoc,62
minorrevision,1.1
minted,2.5
mintspirit,
minutes,1.8f
mismath,1.7
missaali,1.004
mkgrkindex,2.0
mkgrkindex.aarch64-linux,
mkjobtexmf,0.8
mkjobtexmf.aarch64-linux,
mkpattern,1.2
mkpic,1.02
mkpic.aarch64-linux,
mla-paper,
mlacls,0.6
mleftright,1.2
mlist,0.6a
mltex,2.2
mltex.aarch64-linux,
mmap,1.03
mnotes,0.8
mnras,3.0
mnsymbol,1.4
modeles-factures-belges-assocs,1.0.1
moderncv,2.0.0
modernposter,1.03.1
moderntimeline,0.10
modes,4.1
modiagram,0.3
modref,1.0
modroman,1
modular,
modulus,1.0
mongolian-babel,1.2
monofill,0.2
montex,IVu.04.092
montserrat,1.03
moodle,0.5
moreenum,1.03
morefloats,1.0h
morehype,r0.83
moresize,1.9
moreverb,2.3a
morewrites,
morisawa,
movie15,
mp3d,1.34
mparhack,1.4
mparrows,0.1
mpattern,
mpcolornames,0.20
mpfonts,
mpgraphics,0.3
mpman-ru,1.004
mpostinl,1.5
mptopdf,
mptopdf.aarch64-linux,
mptrees,17.06
ms,
msc,1.16
msg,0.51
mslapa,
msu-thesis,2.8
mtgreek,1.1+
mucproc,1.02
mugsthesis,
multenum,
multiaudience,1.03
multibbl,1.1
multibib,1.4
multibibliography,1.03
multibibliography.aarch64-linux,
multicap,
multicolrule,1.3
multidef,1.10
multido,1.42
multienv,1.0
multiexpand,1.5
multilang,0.9b
multiobjective,1.0
multirow,2.5
munich,
musicography,
musikui,1
musixguit,1.2.2
musixtex,1.29
musixtex-fonts,
musixtex.aarch64-linux,
musixtnt,
musixtnt.aarch64-linux,
musuos,1.1d
muthesis,
mversion,1.0.1
mwcls,0.75
mwe,0.5
mweights,
mxedruli,3.3c
mychemistry,1.99b
mycv,1.5.6
mylatexformat,3.4
mynsfc,1.01
na-box,1.0
na-position,1.1
nag,0.7
nameauth,3.4
namespc,
nanicolle,2.01
nanumtype1,3.0
nar,3.19
natbib,8.31b
natded,0.1
nath,
nature,1.0
navigator,1.1
navydocs,1.1
ncclatex,1.5
ncctools,3.5.3
ncntrsbk,
nddiss,3.2017.2
ndsu-thesis,
needspace,1.3d
nestquot,
neuralnetwork,1.0
nevelok,1.03
newcommand,2.0
newcomputermodern,1.001
newenviron,1.0
newfile,1.0c
newfloat,1.1l
newlfm,9.4
newpx,1.410
newsletr,
newspaper,1.0
newtx,1.624
newtxsf,1.051
newtxtt,1.056
newunicodechar,1.2
newvbtm,1.1
newverbs,1.4
nextpage,1.1a
nfssext-cfr,
nicefilelist,0.7a
niceframe,1.1c
niceframe-type1,
nicematrix,3.11
nicetext,r0.67
nidanfloat,
nih,
nihbiosketch,
nimbus15,1.013
njurepo,1.1.2
nkarta,0.2
nlctdoc,1.07
nmbib,1.04
noconflict,1.0
nodetree,1.2
noindentafter,0.2.2
noitcrul,0.2
nolbreaks,1.2
nomencl,5.3
nomentbl,0.4
nonfloat,1.0
nonumonpart,1
nopageno,
norasi-c90,
normalcolor,r11
nostarch,1.3
notes,1.0.1
notes2bib,2.0m
notespages,0.8.1
notestex,1.0
notex-bst,
noto,
noto-emoji,2019-11-19-unicode12
notoccite,
novel,1.52
nowidow,1.0
nox,1.0
npp-for-context,0.98
nrc,2.01a
ntgclass,2.1d
ntheorem,1.33
ntheorem-vn,1.203
nuc,0.1
nucleardata,1.1
numberedblock,1.10
numberpt,1.0
numericplots,2.0.2
numname,
numnameru,
numprint,1.39
numspell,1.2
nwejm,1.0.0
oberdiek,
objectz,
obnov,0.11
ocg-p,0.4
ocgx,0.5
ocgx2,0.48
ocherokee,
ocr-b,
ocr-b-outline,
ocr-latex,
octave,
octavo,1.2
odsfile,0.6
ofs,
ogham,
oinuit,
old-arrows,2.0
oldlatin,1.00
oldstandard,2.5
oldstyle,0.2
olsak-misc,May 2019
omega,
omegaware,
omegaware.aarch64-linux,
onedown,1.4
onlyamsmath,0.20
onrannual,1.1
opcit,1.1
opensans,2.2
oplotsymbl,1.4
opteng,1.0
optex,0.05
optex.aarch64-linux,
optidef,3.1
optional,2.2b
options,1.0
ordinalpt,2.1
orkhun,
oscola,1.6
ot-tableau,
othello,
othelloboard,1.2
otibet,
oubraces,
outline,
outliner,0.94
outlines,1.1
outlining,0.1
overlays,2.10
overlock,
overpic,1.3
pacioli,
padauk,3.002
padcount,1.0
pagecolor,1.0i
pagecont,1.0
pagenote,1.1a
pagerange,0.5
pageslts,1.2f
palatino,
paper,1.0l
papercdcase,
papermas,1.0h
papertex,1.2b
paracol,1.35
parades,
paralist,2.7
parallel,
paratype,
paresse,4.1
parnotes,3b
parrun,
parsa,1.1
parselines,1.4
parskip,2.0d
pas-cours,1.6
pas-crosswords,1.03
pas-cv,2.01
pas-tableur,2.01
passivetex,
patch,
patchcmd,1.05
patgen,2.3
patgen.aarch64-linux,
patgen2-tutorial,
path,3.05
pauldoc,0.5
pawpict,1.0
pax,0.1l
pax.aarch64-linux,
pb-diagram,5.0
pbibtex-base,
pbox,1.2
pbsheet,0.1
pdf-trans,2.4
pdf14,0.1
pdfarticle,1.0
pdfbook2,1.4
pdfbook2.aarch64-linux,
pdfcolmk,2.0
pdfcomment,2.4a
pdfcprot,1.7a
pdfcrop,1.37
pdfcrop.aarch64-linux,
pdfescape,1.15
pdfjam,3.03
pdfjam.aarch64-linux,
pdflatexpicscale,0.32
pdflatexpicscale.aarch64-linux,
pdflscape,0.12
pdfmarginpar,0.92
pdfoverlay,1.1
pdfpagediff,1.4
pdfpages,0.5q
pdfpc,0.2
pdfpc-movie,1.0
pdfprivacy,1.0
pdfreview,1.2
pdfscreen,1.5
pdfslide,
pdfsync,
pdftex,
pdftex-quiet,1.1.0
pdftex-quiet.aarch64-linux,
pdftex.aarch64-linux,
pdftexcmds,0.31
pdftosrc,
pdftosrc.aarch64-linux,
pdftricks,1.16
pdftricks2,1.01
pdfwin,
pdfx,1.6.3
pdfxup,1.51
pdfxup.aarch64-linux,
pecha,0.1
pedigree-perl,1.0
pedigree-perl.aarch64-linux,
penrose,1.0
perception,
perfectcut,2.3
perltex,2.2
perltex.aarch64-linux,
permute,
persian-bib,0.9
petiteannonce,1.0001
petri-nets,
petri-nets.aarch64-linux,
pfarrei,r36
pfarrei.aarch64-linux,
pgf,3.1.5b
pgf-blur,1.02
pgf-cmykshadings,1.2
pgf-soroban,1.1
pgf-spectra,1.0
pgf-umlcd,0.2.1.1
pgf-umlsd,0.7
pgfgantt,5.0
pgfkeyx,0.0.1
pgfmolbio,0.21
pgfmorepages,1.00
pgfopts,2.1a
pgfornament,0.21
pgfornament-han,
pgfplots,1.16
phaistos,1.0
phffullpagefigure,1.0
phfnote,1.0
phfparen,1.0
phfqit,2.0
phfquotetext,1.0
phfsvnwatermark,1.0
phfthm,1.0
philex,1.3
philokalia,1.2
philosophersimprint,1.4
phonenumbers,2.2
phonetic,
phonrule,1.3.2
photo,
physconst,1.1.0
physics,1.3
physunits,1.0.3
piano,1.0
picinpar,1.2a
pict2e,0.3c
pictex,1.1
pictex2,
pictexsum,
picture,1.5
piechartmp,0.3.0
piff,
pigpen,0.2
pinlabel,1.2
pinoutikz,1.1.1
pitex,
pittetd,1.618
pixelart,0.2.0
pkfix,1.7
pkfix-helper,1.4
pkfix-helper.aarch64-linux,
pkfix.aarch64-linux,
pkgloader,0.7.0
pkuthss,1.8.2
pl,1.09
placeat,0.1d1
placeins,2.2
placeins-plain,2.0
plain,3.141592653
plain-doc,
plainpkg,0.4a
plainyr,
plantslabels,1.0
plantuml,0.3.0
plari,
plates,0.1
platex,
platex-tools,
platex.aarch64-linux,
platexcheat,3.1
plautopatch,0.9e
play,
playfair,
plex,
plex-otf,0.07a
plipsum,4.3
plnfss,1.1
plstmary,0.5c
plweb,3.0
pm-isomath,1.0.04
pmboxdraw,1.4
pmgraph,1.0
pmhanguljamo,0.3.2
pmx,2.84
pmx.aarch64-linux,
pmxchords,2.0.2
pmxchords.aarch64-linux,
pnas2009,1.0
poemscol,3.141
poetry,2.2
poetrytex,3.0.1
poiretone,
polexpr,0.7.5
polski,1.3.4
poltawski,1.101
polyglossia,1.47
polynom,0.19
polynomial,1.0
polytable,0.8.2
poormanlog,0.05
postage,1.0
postcards,
poster-mac,1.1
powerdot,1.5c
powerdot-fuberlin,0.02a
powerdot-tuliplab,1.0.0
ppr-prv,0.13c
pracjourn,0.4n
practicalreports,2.0.3
preprint,2011
prerex,
present,2.2.1
presentations,
presentations-en,
pressrelease,1.0
prettyref,3.0
preview,12.2
prftree,1.5
printlen,1.1a
proba,
probsoln,3.05
procIAGssymp,
prodint,
productbox,1.1
program,3.3.14
progress,1.10
progressbar,1.0b~4
proof-at-the-end,
proofread,1.04
prooftrees,0.7 svn 8641
properties,0.2
proposal,
prosper,1.0h
protex,
protocol,1.13
prtec,1.06
przechlewski-book,
ps2eps,1.68
ps2eps.aarch64-linux,
ps2pk,
ps2pk.aarch64-linux,
psbao,0.17
pseudo,1.1.3
pseudocode,
psfrag,3.04
psfrag-italian,
psfragx,1.1
psgo,0.17
psizzl,0.35
pslatex,
psnfss,9.2a
pspicture,
pst-2dplot,1.5
pst-3d,1.10
pst-3dplot,2.04
pst-abspos,0.2
pst-am,1.02
pst-antiprism,0.02
pst-arrow,0.01
pst-asr,1.3
pst-bar,0.92
pst-barcode,0.18
pst-bezier,0.03
pst-blur,2.0
pst-bspline,1.62
pst-calculate,0.02
pst-calendar,0.47
pst-cie,1.06a
pst-circ,2.16
pst-coil,1.07
pst-contourplot,0.6
pst-cox,0.98 Beta
pst-dart,0.02
pst-dbicons,0.16
pst-diffraction,2.03
pst-electricfield,0.14
pst-eps,1.0
pst-eucl,1.71
