Package,Version
gfsbaskerville,1.0
gfsbodoni,1.01
gfscomplutum,1.0
gfsdidot,
gfsneohellenic,
gfsneohellenicmath,1.0
gfsporson,1.01
gfssolomos,1.0
ghab,0.5
ghsystem,4.8
gillcm,1.1
gillius,
gincltex,0.3
ginpenc,1.0
gitfile-info,0.3
gitinfo,1.0
gitinfo2,2.0.7
gitlog,0.0.beta
gitver,1.0
globalvals,1.1
gloss,1.5.2
gloss-occitan,0.1
glossaries,4.42
glossaries-danish,1.0
glossaries-dutch,1.1
glossaries-english,1.0
glossaries-estonian,1.0
glossaries-extra,1.38
glossaries-finnish,1.0
glossaries-french,1.1
glossaries-german,1.0
glossaries-irish,1.0
glossaries-italian,1.0
glossaries-magyar,1.0
glossaries-polish,1.0
glossaries-portuges,1.1
glossaries-serbian,1.0
glossaries-spanish,1.0
glossaries.x86_64-linux,
glyphlist,
gmdoc,0.993
gmdoc-enhance,0.2
gmiflink,0.97
gmp,1.0
gmutils,0.996
gmverb,0.98
gmverse,0.73
gnu-freefont,
gnuplottex,0.9.2
go,
gobble,0.2
gofonts,
gost,1.2i
gothic,
gotoh,1.1
grabbox,1.3
gradientframe,0.2
gradstudentresume,
grafcet,1.3.5
grant,0.0.3
graph35,0.1.1
graphbox,1.1
graphics,
graphics-cfg,
graphics-def,
graphics-pln,
graphicx-psmin,1.1
graphicxbox,1.0
graphicxpsd,1.1
graphviz,0.94
grayhints,
greek-fontenc,0.13.2
greek-inputenc,1.6
greekdates,1.0
greektex,
greektonoi,
greenpoint,
gregoriotex,5.1.1
gregoriotex.x86_64-linux,
grfpaste,0.2
grid,1.0
grid-system,0.3.0
gridset,0.1
gridslides,0.1.1
grotesq,
grundgesetze,1.02
gsemthesis,0.9.4
gsftopk,1.19.2
gsftopk.x86_64-linux,
gtl,0.5
gtrcrd,1.1
gtrlib-largetrees,1.2b
gu,
guide-latex-fr,3.0
guide-to-latex,
guitar,1.6
guitarchordschemes,0.7
guitartabs,
guitlogo,0.9.2
gustlib,
gustprog,
gzt,0.98
h2020proposal,1.0
hackthefootline,
hacm,0.1
hagenberg-thesis,
halloweenmath,0.10a
handin,0.1.1
handout,1.6.0
hands,
hang,2.1
hanging,1.2b
hanoi,20120101
happy4th,20120102
har2nat,1.0
hardwrap,0.2
harmony,
harnon-cv,1.0
harpoon,1.0
harvard,2.0.5
harveyballs,1.1
harvmac,
hatching,0.11
hausarbeit-jura,1.5
havannah,
hc,
he-she,1.3
hecthese,1.3.1
helvetic,
hep,1.0
hepnames,2.0
hepparticles,2.0
hepthesis,1.5.2
hepunits,1.1.1
here,
heuristica,1.09
hexgame,1.0
hf-tikz,0.3a
hfbright,
hfoldsty,1.15
hhtensor,0.61
histogr,1.01
historische-zeitschrift,1.2
hitec,0.0(beta)
hithesis,2.0.6
hletter,4.2
hlist,0.11
hobby,1.8
hobete,
hook-pre-commit-pkg,1.1.2
horoscop,0.92
hpsdiss,1.0
hrefhide,1.0f
hrlatex,0.23
hulipsum,1.0
hustthesis,1.4
hvfloat,1.2b
hvindex,0.04
hypdvips,3.02
hyper,4.2d
hyperbar,0.1
hypernat,1.0b
hyperref,6.88e
hyperxmp,3.5a
hyph-utf8,
hyphen-afrikaans,
hyphen-ancientgreek,
hyphen-arabic,
hyphen-armenian,
hyphen-base,
hyphen-basque,
hyphen-belarusian,
hyphen-bulgarian,
hyphen-catalan,
hyphen-chinese,
hyphen-churchslavonic,
hyphen-coptic,
hyphen-croatian,
hyphen-czech,
hyphen-danish,
hyphen-dutch,1.1
hyphen-english,
hyphen-esperanto,
hyphen-estonian,
hyphen-ethiopic,
hyphen-farsi,
hyphen-finnish,
hyphen-french,
hyphen-friulan,
hyphen-galician,
hyphen-georgian,
hyphen-german,
hyphen-greek,5
hyphen-hungarian,
hyphen-icelandic,
hyphen-indic,
hyphen-indonesian,
hyphen-interlingua,
hyphen-irish,
hyphen-italian,4.8g
hyphen-kurmanji,
hyphen-latin,3.1
hyphen-latvian,
hyphen-lithuanian,
hyphen-mongolian,
hyphen-norwegian,
hyphen-occitan,
hyphen-piedmontese,
hyphen-polish,3.0a
hyphen-portuguese,
hyphen-romanian,
hyphen-romansh,
hyphen-russian,
hyphen-sanskrit,
hyphen-serbian,1.0a
hyphen-slovak,
hyphen-slovenian,
hyphen-spanish,4.5
hyphen-swedish,
hyphen-thai,
hyphen-turkish,
hyphen-turkmen,
hyphen-ukrainian,
hyphen-uppersorbian,
hyphen-welsh,
hyphenat,2.3c
hyphenex,
hyplain,1.0
ibycus-babel,3.0
ibygrk,4.5
icsv,0.2
identkey,0.1.0
idxcmds,0.2c
idxlayout,0.4d
ieeepes,4.0
ietfbibs,1.0.0
ifetex,1.2a
iffont,1.0.0
ifluatex,1.4
ifmslide,0.47
ifmtarg,1.2b
ifnextok,0.3
ifoddpage,1.1
ifplatform,0.4a
ifptex,1.2c
ifsym,
iftex,0.2
ifthenx,0.1a
ifxetex,0.6
ifxptex,0.2
iitem,1.0
ijmart,1.7
ijqc,1.2
ijsra,1.1
imac,
image-gallery,1.0j
imakeidx,1.3e
imfellenglish,
impatient,
impatient-cn,
impatient-fr,
impnattypo,1.4
import,5.1
imsproc,0.1
imtekda,1.7
incgraph,1.12
includernw,0.1.0
inconsolata,1.114
index,4.1beta
indextools,1.5.1
initials,
inline-images,1.0
inlinebib,
inlinedef,1.0
inputtrc,0.3
inriafonts,1.0
insbox,2.2
installfont,1.7
installfont.x86_64-linux,
interactiveworkbook,
interchar,0.2
interfaces,3.1
interpreter,1.2
interval,0.3
intopdf,0.1.0
intro-scientific,5th edition
inversepath,0.2
invoice,
invoice-class,1.0
invoice2,
iodhbwm,1.0.1
ionumbers,0.3.3
iopart-num,2.1
ipaex,
ipaex-type1,0.5
iscram,1.1
iso,2.4
iso10303,1.5
isodate,2.28
isodoc,1.10
isomath,0.6.1
isonums,1.0
isopt,0.01
isorot,
isotope,0.3
issuulinks,1.1
istgame,2.0
itnumpar,1.0
iwhdp,0.50
iwona,0.995b
jablantile,
jacow,2.2
jadetex,3.13
jadetex.x86_64-linux,
jamtimes,1.12
japanese-otf,1.7b7
japanese-otf-uptex,0.22
jfmutil,1.2.2
jfmutil.x86_64-linux,
jigsaw,0.1a
jkmath,0.1
jknapltx,
jlabels,
jlreq,
jmlr,1.24
jmn,
jneurosci,1.00
jnuexam,0.5
jpsj,1.2.2
js-misc,
jsclasses,
jslectureplanner,1.7
jumplines,0.2
junicode,0.7.7
jura,4.3
juraabbrev,
jurabib,0.6
juramisc,0.91
jurarsp,0.52
jvlisting,0.7
kalendarium,1.0
kanaparser,1.0
kantlipsum,0.7
karnaugh,
karnaugh-map,1.1
karnaughmap,2.0
kastrup,
kdgdocs,1.0
kerkis,
kerntest,1.32
ketcindy,20190203.0
ketcindy.x86_64-linux,
keycommand,3.1415
keyfloat,1.00
keyreader,0.5b
keystroke,1.6
keyval2e,0.0.2
keyvaltable,0.3b
kix,
kixfont,
kluwer,
knitting,2.0
knittingpattern,
knowledge,1.16
knuth,
knuth-lib,
knuth-local,
koma-moderncvclassic,0.5
koma-script,3.26b
koma-script-examples,
koma-script-sfs,1.0
komacv,1.1.1
komacv-rg,0.9.2
kotex-oblivoir,2.1.8
kotex-plain,2.1.1a
kotex-utf,2.1.2
kotex-utils,2.1.0
kotex-utils.x86_64-linux,
kpathsea,
kpathsea.x86_64-linux,
kpfonts,3.33
ksfh_nat,1.1
ksp-thesis,1.0.2
ktv-texdata,05.34
ku-template,0.02
kurdishlipsum,1.1
kurier,0.995b
kvmap,0.3.1
l2picfaq,1.50
l2tabu,2.4
l2tabu-english,1.8.5.7
l2tabu-french,2.3
l2tabu-italian,2.3
l2tabu-spanish,1.1
l3build,
l3build.x86_64-linux,
l3experimental,
l3kernel,
l3packages,
labbook,
labels,.13
labelschanged,1.0
labyrinth,1.0
lacheck,
lacheck.x86_64-linux,
ladder,
lambda,
lambda-lists,
langcode,0.2
langsci,
lapdf,1.1
lastpackage,0.1
lastpage,1.2m
latex,
latex-bib-ex,
latex-bib2-ex,
latex-bin,
latex-bin.x86_64-linux,
latex-brochure,
latex-course,2
latex-doc-ptr,
latex-fonts,
latex-git-log,0.9
latex-git-log.x86_64-linux,
latex-graphics-companion,
latex-make,2.3.0
latex-mr,1.0
latex-notes-zh-cn,1.20
latex-papersize,1.62
latex-papersize.x86_64-linux,
latex-referenz,2
latex-refsheet,1.2
latex-tabellen,
latex-tds,
latex-uni8,0.03
latex-veryshortguide,
latex-via-exemplos,0.5.2
latex-web-companion,
latex2e-help-texinfo,
latex2e-help-texinfo-fr,
latex2e-help-texinfo-spanish,
latex2man,1.29
latex2man.x86_64-linux,
latex2nemeth,1.0.1
latex2nemeth.x86_64-linux,
latex4musicians,1.0.1
latex4wp,1.0.10
latex4wp-it,1.0.10
latexbangla,0.2
latexbug,1.0e
latexcheat,1.13
latexcheat-de,
latexcheat-esmx,2.00
latexcheat-ptbr,1.13
latexcolors,0.1a
latexconfig,
latexcourse-rug,1.1
latexdemo,0.1
latexdiff,1.3.0
latexdiff.x86_64-linux,
latexfileinfo-pkgs,0.22
latexfileversion,0.3
latexfileversion.x86_64-linux,
latexgit,
latexindent,3.5.3
latexindent.x86_64-linux,
latexmk,4.61
latexmk.x86_64-linux,
latexmp,1.2.1
latexpand,1.5
latexpand.x86_64-linux,
lato,3.0
layaureo,0.2
layouts,2.6d
lazylist,1.0a
lccaps,1.0
lcd,0.3
lcdftypetools,
lcdftypetools.x86_64-linux,
lcg,1.3
lcyw,1.1
leading,0.3
leadsheets,0.5b
leaflet,1.1b
lecturer,
lectures,1.0.2
ledmac,0.19.4
leftidx,
leipzig,2.0
lengthconvert,1.0a
lettre,3.000
lettrine,2.21
levy,
lewis,0.1
lexikon,1.0c
lexref,1.1a
lfb,1.0
lgreek,
lh,3.5g
lhcyr,
lhelp,2.0
libertine,5.3.0
libertinegc,1.01
libertinus,0.01
libertinus-fonts,6.6
libertinus-otf,0.13a
libertinus-type1,
libertinust1math,1.1.9
libgreek,1.0
librarian,1.0
librebaskerville,
librebodoni,
librecaslon,
libris,1.007
lilyglyphs,0.2.3
lilyglyphs.x86_64-linux,
limap,2.2
limecv,0.1.3
linearA,
linegoal,2.9
lineno,4.41
ling-macros,
linguex,4.3
linop,0.1
lion-msc,0.27
lipsum,2.2
lisp-on-tex,2.0
listbib,2.2
listbib.x86_64-linux,
listing,1.2
listings,1.7
listings-ext,67
listings-ext.x86_64-linux,
listlbls,1.03
listliketab,
listofitems,1.6
listofsymbols,0.2
lithuanian,
liturg,1.0
lkproof,3.1
llncsconf,1.0.0
lm,2.004
lm-math,1.959
lmake,1.0
lni,1.4
lobster2,
locality,0.2
localloc,
logbox,1.0
logical-markup-utils,
logicproof,
logicpuzzle,2.5
logpap,0.6
logreq,1.0
lollipop,1.07
lollipop.x86_64-linux,
longdivision,1.0
longfbox,1.0
longfigure,1.0
longnamefilelist,0.2
loops,1.3
lpform,
lpic,0.8
lplfitch,0.9
lps,0.7
lroundrect,1.0
lsc,
lshort-bulgarian,
lshort-chinese,6.0
lshort-czech,4.27
lshort-dutch,1.3
lshort-english,6.2
lshort-estonian,5.05
lshort-finnish,
lshort-french,5.01fr-0
lshort-german,3.0c
lshort-italian,
lshort-japanese,
lshort-korean,4.17
lshort-mongol,4.26
lshort-persian,5.01
lshort-polish,
lshort-portuguese,5.01.0
lshort-russian,
lshort-slovak,
lshort-slovenian,4.20
lshort-spanish,0.5
lshort-thai,1.32
lshort-turkish,4.20
lshort-ukr,4.00
lshort-vietnamese,4.00
lstaddons,0.1
lstbayes,
lstfiracode,0.1c
lt3graph,0.1.9
ltablex,1.1
ltabptch,1.74d
ltb2bib,0.01
ltxdockit,1.2d
ltxfileinfo,2.04
ltxfileinfo.x86_64-linux,
ltxguidex,0.1.0
ltximg,1.5
ltximg.x86_64-linux,
ltxindex,0.1c
ltxkeys,0.0.3c
ltxmisc,
ltxnew,1.3
ltxtools,0.0.1a
lua-alt-getopt,0.7.0
lua-check-hyphen,0.7a
lua-visual-debug,0.7
lua2dox,0.2
lua2dox.x86_64-linux,
luabibentry,0.1a
luabidi,0.2
luacode,1.2a
luahyphenrules,1.0
luaindex,0.1b
luainputenc,0.973
luaintro,0.03
lualatex-doc,
lualatex-doc-de,1.0
lualatex-math,1.8
lualatex-truncate,1.1
lualibs,2.64
luamesh,0.51
luamplib,2.12.5
luaotfload,2.96
luaotfload.x86_64-linux,
luapackageloader,0.1
luarandom,0.01
luasseq,
luatex,
luatex.x86_64-linux,
luatex85,1.4
luatexbase,1.3
luatexja,20190225.0
luatexko,1.22
luatextra,1.0.1
luatodonotes,0.4
luavlna,0.1b
luaxml,0.1h
lwarp,0.67
lwarp.x86_64-linux,
lxfonts,2.0b
ly1,
lyluatex,1.0b
m-tx,0.63c
m-tx.x86_64-linux,
macros2e,0.4a
macroswap,1.1
mafr,1.0
magaz,0.4
mailing,
mailmerge,1.0
make4ht,0.2e
make4ht.x86_64-linux,
makebarcode,1.0
makebase,0.2
makebox,0.1
makecell,0.1e
makecirc,
makecmds,
makecookbook,0.85
makedtx,1.2
makedtx.x86_64-linux,
makeglos,
makeindex,
makeindex.x86_64-linux,
makeplot,1.0.6
maker,1.0
makeshape,2.1
mandi,2.7.5
manfnt,
manfnt-font,
manuscript,1.7
manyind,
margbib,1.0c
marginfit,1.1
marginfix,1.1
marginnote,1.4b
markdown,2.5.6
marvosym,2.2a
matc3,1.0.1
matc3mem,1.1
match_parens,1.43
match_parens.x86_64-linux,
math-e,
math-into-latex-4,
mathabx,
mathabx-type1,
mathalfa,1.10
mathastext,1.3t
mathcomp,0.1f
mathdesign,2.31
mathdots,0.9
mathexam,1.00
mathfam256,0.2
mathfixs,1.01
mathfont,1.3
mathpartir,1.3.2
mathpazo,1.003
mathpunctspace,1.1
maths-symbols,3.4
mathspec,0.2b
mathspic,1.13
mathspic.x86_64-linux,
mathtools,1.21
matlab-prettifier,0.3
mattens,1.3
maybemath,
mbenotes,2
mcaption,3.0
mceinleger,
mcexam,0.4
mcf2graph,4.36
mcite,1.6
mciteplus,1.2
mcmthesis,6.2.2
mdframed,1.9b
mdputu,1.2
mdsymbol,0.5
mdwtools,1.05.4
media9,0.95
medstarbeamer,
meetingmins,1.6
memdesign,
memexsupp,0.1
memoir,3.7h
memory,1.2
memorygraphs,0.1.1
mendex-doc,
mensa-tex,
mentis,1.5
menu,0.994
menukeys,1.5
merriweather,
metafont,2.7182818
metafont-beginners,
metafont.x86_64-linux,
metago,0.9
metalogo,0.12
metalogox,1.00
metaobj,0.93
metaplot,0.91
metapost,
metapost-colorbrewer,
metapost-examples,
metapost.x86_64-linux,
metatex,1.1
metatype1,0.56
metauml,0.2.6
method,2.0b
metre,1.0
metrix,1.3
mex,1.05
mex.x86_64-linux,
mf2pt1,2.5a
mf2pt1.x86_64-linux,
mfirstuc,2.06
mflogo,2.0
mflogo-font,1.002
mflua,
mflua.x86_64-linux,
mfnfss,
mfpic,1.10
mfpic4ode,0.4
mftinc,1.0a
mfware,
mfware.x86_64-linux,
mgltex,4.2
mhchem,
mhequ,1.7
mi-solns,0.6
miama,1.0
microtype,2.7a
microtype-de,2.4
midnight,
midpage,1.1a
miller,1.2
milog,1.0
milsymb,1.0
minibox,0.2a
minidocument,1.0
minifp,0.96
minipage-marginpar,0.2
miniplot,
minitoc,62
minorrevision,1.1
minted,2.5
mintspirit,
minutes,1.8f
missaali,1.004
mkgrkindex,2.0
mkgrkindex.x86_64-linux,
mkjobtexmf,0.8
mkjobtexmf.x86_64-linux,
mkpattern,1.2
mkpic,1.02
mkpic.x86_64-linux,
mla-paper,
mlist,0.6a
mltex,2.2
mltex.x86_64-linux,
mmap,1.03
mnotes,0.8
mnras,3.0
mnsymbol,1.4
modeles-factures-belges-assocs,1.0.1
moderncv,2.0.0
modernposter,1.03.1
moderntimeline,0.9
modiagram,0.2g
modref,1.0
modroman,1
modular,
modulus,1.0
mongolian-babel,1.2
monofill,0.2
montex,IVu.04.092
montserrat,1.01
moodle,0.5
moreenum,1.03
morefloats,1.0h
morehype,r0.83
moresize,1.9
moreverb,2.3a
morewrites,
morisawa,
movie15,
mp3d,1.34
mparhack,1.4
mparrows,0.1
mpattern,
mpcolornames,0.20
mpgraphics,0.3
mpman-ru,1.004
mpostinl,1.5
mptopdf,
mptopdf.x86_64-linux,
mptrees,17.06
ms,
msc,1.16
msg,0.51
mslapa,
msu-thesis,2.8
mtgreek,1.1+
mucproc,1.02
mugsthesis,
multenum,
multiaudience,1.03
multibbl,1.1
multibib,1.4
multibibliography,1.03
multibibliography.x86_64-linux,
multicap,
multicolrule,1.2
multidef,1.10
multido,1.42
multienv,1.0
multiexpand,1.5
multilang,0.9b
multiobjective,1.0
multirow,2.4
munich,
musicography,
musikui,1
musixguit,1.2.2
musixtex,1.29
musixtex-fonts,
musixtex.x86_64-linux,
musixtnt,
musixtnt.x86_64-linux,
musuos,1.1d
muthesis,
mversion,1.0.1
mwcls,0.75
mwe,0.5
mweights,
mxedruli,3.3c
mychemistry,1.99b
mycv,1.5.6
mylatexformat,3.4
mynsfc,1.01
na-box,1.0
na-position,1.1
nag,0.7
nameauth,3.2
namespc,
nanumtype1,3.0
nar,3.19
natbib,8.31b
natded,0.1
nath,
nature,1.0
navigator,1.1
navydocs,1.1
ncclatex,1.5
ncctools,3.5.2
ncntrsbk,
nddiss,3.2017.2
ndsu-thesis,
needspace,1.3d
nestquot,
neuralnetwork,1.0
nevelok,1.03
newcommand,2.0
newenviron,1.0
newfile,1.0c
newlfm,9.4
newpx,1.33
newsletr,
newspaper,1.0
newtx,1.554
newtxsf,1.051
newtxtt,1.055
newunicodechar,1.2
newvbtm,1.1
newverbs,1.3a
nextpage,1.1a
nfssext-cfr,
nicefilelist,0.7a
niceframe,1.1c
niceframe-type1,
nicematrix,2.1.4
nicetext,r0.67
nidanfloat,
nih,
nihbiosketch,
nimbus15,1.011
njurepo,1.1.0
nkarta,0.2
nlctdoc,1.06
nmbib,1.04
noconflict,1.0
nodetree,1.2
noindentafter,0.2.2
noitcrul,0.2
nolbreaks,1.2
nomencl,5.1
nomentbl,0.4
nonfloat,1.0
nonumonpart,1
nopageno,
norasi-c90,
normalcolor,r11
nostarch,1.3
notes,1.0.1
notes2bib,2.0k
notespages,0.8.1
notestex,1.0
notex-bst,
noto,
notoccite,
novel,1.52
nowidow,1.0
nox,1.0
npp-for-context,0.98
nrc,2.01a
ntgclass,2.1a
ntheorem,1.33
ntheorem-vn,1.203
nuc,0.1
nucleardata,1.1
numberedblock,1.10
numericplots,2.0.2
numname,
numnameru,
numprint,1.39
numspell,1.2
nwejm,0.98e
oberdiek,
objectz,
obnov,0.11
ocg-p,0.4
ocgx,0.5
ocgx2,0.40
ocherokee,
ocr-b,
ocr-b-outline,
ocr-latex,
octave,
octavo,1.2
odsfile,0.6
ofs,
ogham,
oinuit,
old-arrows,2.0
oldlatin,1.00
oldstandard,2.2
oldstyle,0.2
olsak-misc,
omega,
omegaware,
omegaware.x86_64-linux,
onedown,1.3
onlyamsmath,0.20
onrannual,1.1
opcit,1.1
opensans,1.2
oplotsymbl,1.4
opteng,1.0
optidef,3.0
optional,2.2b
options,1.0
ordinalpt,2.1
orkhun,
oscola,1.6
ot-tableau,
othello,
othelloboard,1.2
otibet,
oubraces,
outline,
outliner,0.94
outlines,1.1
outlining,0.1
overlays,2.10
overlock,
overpic,1.2
pacioli,
padauk,3.002
padcount,1.0
pagecolor,1.0i
pagecont,1.0
pagenote,1.1a
pagerange,0.5
pageslts,1.2f
palatino,
paper,1.0l
papercdcase,
papermas,1.0h
papertex,1.2b
paracol,1.35
parades,
paralist,2.7
parallel,
paratype,
paresse,4.1
parnotes,3
parrun,
parselines,1.4
parskip,2.0c
pas-cours,1.6
pas-crosswords,1.03
pas-cv,2.01
pas-tableur,2.01
passivetex,
patch,
patchcmd,1.05
patgen,2.3
patgen.x86_64-linux,
patgen2-tutorial,
path,3.05
pauldoc,0.5
pawpict,1.0
pax,0.1l
pax.x86_64-linux,
pb-diagram,5.0
pbibtex-base,
pbox,1.2
pbsheet,0.1
pdf-trans,2.4
pdf14,0.1
pdfbook2,1.2
pdfbook2.x86_64-linux,
pdfcomment,2.4a
pdfcprot,1.7a
pdfcrop,1.37
pdfcrop.x86_64-linux,
pdfjam,2.02
pdfjam.x86_64-linux,
pdflatexpicscale,0.32
pdflatexpicscale.x86_64-linux,
pdfmarginpar,0.92
pdfoverlay,1.0
pdfpagediff,1.4
pdfpages,0.5l
pdfpc-movie,1.0
pdfprivacy,1.0
pdfreview,1.2
pdfscreen,1.5
pdfslide,
pdfsync,
pdftex,
pdftex-quiet,1.1.0
pdftex-quiet.x86_64-linux,
pdftex.x86_64-linux,
pdftools,0.86
pdftools.x86_64-linux,
pdftricks,1.16
pdftricks2,1.01
pdfwin,
pdfx,1.6.1
pdfxup,1.30
pdfxup.x86_64-linux,
pecha,0.1
pedigree-perl,1.0
pedigree-perl.x86_64-linux,
penrose,1.0
perception,
perfectcut,2.2
perltex,2.1
perltex.x86_64-linux,
permute,
persian-bib,0.9
petiteannonce,1.0001
petri-nets,
petri-nets.x86_64-linux,
pfarrei,r36
pfarrei.x86_64-linux,
pgf,3.1.1
pgf-blur,1.02
pgf-cmykshadings,1.1a
pgf-soroban,1.1
pgf-spectra,1.0
pgf-umlcd,0.2.1.1
pgf-umlsd,0.7
pgfgantt,5.0
pgfkeyx,0.0.1
pgfmolbio,0.21
pgfopts,2.1a
pgfornament,0.21
pgfornament-han,
pgfplots,1.16
phaistos,1.0
phffullpagefigure,1.0
phfnote,1.0
phfparen,1.0
phfqit,2.0
phfquotetext,1.0
phfsvnwatermark,1.0
phfthm,1.0
philex,1.3
philokalia,1.2
philosophersimprint,1.4
phonenumbers,2.1
phonetic,
phonrule,1.3.2
photo,
physics,1.3
piano,1.0
picinpar,1.2a
pict2e,0.3b
pictex,1.1
pictex2,
pictexsum,
piechartmp,0.3.0
piff,
pigpen,0.2
pinlabel,1.2
pitex,
pittetd,1.618
pixelart,0.2.0
pkfix,1.7
pkfix-helper,1.4
pkfix-helper.x86_64-linux,
pkfix.x86_64-linux,
pkgloader,0.7.0
pkuthss,1.8.0
pl,1.09
placeat,0.1d1
placeins,2.2
placeins-plain,2.0
plain,3.141592653
plain-doc,
plainpkg,0.4a
plantslabels,1.0
plantuml,0.2.3
plari,
plates,0.1
platex,
platex-tools,
platex.x86_64-linux,
platexcheat,3.1
plautopatch,0.9b
play,
playfair,
plex,
plex-otf,0.07a
plipsum,4.3
plnfss,1.1
plstmary,0.5c
plweb,3.0
pm-isomath,1.0.04
pmgraph,1.0
pmx,2.84
pmx.x86_64-linux,
pmxchords,2.0.2
pmxchords.x86_64-linux,
pnas2009,1.0
poemscol,2.97
poetry,1.1
poetrytex,3.0.1
polexpr,0.7.4
polski,1.3.4
poltawski,1.101
polyglossia,1.43
polynom,0.19
polynomial,1.0
polytable,0.8.2
poormanlog,0.04
postage,1.0
postcards,
poster-mac,1.1
powerdot,1.5c
powerdot-FUBerlin,0.01
powerdot-tuliplab,1.0.0
ppr-prv,0.13c
pracjourn,0.4n
preprint,2011
prerex,a
present,2.2.1
presentations,
presentations-en,
pressrelease,1.0
prettyref,3.0
preview,11.91
prftree,1.5
printlen,1.1a
proba,
probsoln,3.05
procIAGssymp,
prodint,
productbox,1.1
program,3.3.14
progress,1.10
progressbar,1.0b~4
proofread,1.03
prooftrees,0.6
properties,0.2
proposal,
prosper,1.0h
protex,
protocol,1.13
przechlewski-book,
ps2pk,
ps2pk.x86_64-linux,
psbao,0.17
pseudocode,
psfrag,3.04
psfrag-italian,
psfragx,1.1
psgo,0.17
psizzl,0.35
pslatex,
psnfss,9.2a
pspicture,
pst-2dplot,1.5
pst-3d,1.10
pst-3dplot,2.04
pst-abspos,0.2
pst-am,1.02
pst-antiprism,0.02
pst-arrow,0.01
pst-asr,1.3
pst-bar,0.92
pst-barcode,0.18
pst-bezier,0.03
pst-blur,2.0
pst-bspline,1.62
pst-calculate,0.02
pst-calendar,0.47
pst-cie,1.06a
pst-circ,2.16
pst-coil,1.07
pst-contourplot,0.6
pst-cox,0.98 Beta
pst-dart,0.02
pst-dbicons,0.16
pst-diffraction,2.03
pst-electricfield,0.14
pst-eps,1.0
pst-eucl,1.64
pst-eucl-translation-bg,1.3.2
pst-exa,0.06
pst-feyn,0.01
pst-fill,1.01
pst-fit,0.02
pst-fr3d,1.10
pst-fractal,0.10
pst-fun,0.04
pst-func,0.92
pst-gantt,0.22a
pst-geo,0.06
pst-geometrictools,1.1
pst-ghsb,
pst-gr3d,1.34
pst-grad,1.06
pst-graphicx,0.02
pst-infixplot,0.11
pst-intersect,0.4
pst-jtree,2.6
pst-knot,0.2
pst-labo,2.04
pst-layout,.95
pst-lens,1.02
pst-light3d,0.12
pst-lsystem,0.02
pst-magneticfield,1.16
pst-marble,1.3a
pst-math,0.65
pst-mirror,1.01
pst-moire,2.1
pst-node,1.41
pst-ob3d,0.21
pst-ode,0.12
pst-optexp,5.2
pst-optic,1.02
pst-osci,2.82
pst-ovl,0.07a
pst-pad,0.3b
pst-pdf,1.2d
pst-pdf.x86_64-linux,
pst-pdgr,0.4
pst-perspective,1.05
pst-platon,0.01
pst-plot,1.91
pst-poker,0.03
pst-poly,1.63
pst-pulley,0.02
pst-qtree,
pst-rputover,1.0
pst-rubans,1.2
pst-shell,0.03
pst-sigsys,1.4
pst-slpe,1.31
pst-solarsystem,0.13
pst-solides3d,4.34a
pst-soroban,1.0
pst-spectra,0.91
pst-spinner,1.02
pst-spirograph,0.41
pst-stru,0.13
pst-support,
pst-text,1.02
pst-thick,1.0
pst-tools,0.09b
pst-tree,1.13
pst-tvz,1.01
pst-uml,0.83
pst-vectorian,0.4
pst-vehicle,1.2
pst-venn,0.01
pst-vowel,1.0
pst-vue3d,1.24
pst2pdf,0.18
pst2pdf.x86_64-linux,
pstool,1.5e
pstools,1.68
pstools.x86_64-linux,
pstricks,2.96
pstricks-add,3.87
pstricks_calcnotes,1.2
pstring,
psutils,p17
psutils.x86_64-linux,
ptex,
ptex-base,
ptex-fontmaps,20180328.0
ptex-fontmaps.x86_64-linux,
ptex-fonts,
ptex-manual,
ptex.x86_64-linux,
ptex2pdf,20181212.0
ptex2pdf.x86_64-linux,
ptext,1.1
ptptex,0.91
punk,
punk-latex,1.1
punknova,1.003
purifyeps,1.1
purifyeps.x86_64-linux,
pxbase,1.1b
pxchfon,1.3
pxcjkcat,1.1
pxfonts,
pxgreeks,1.0
pxjahyper,0.3d
pxjodel,0.2a
pxpgfmark,0.2
pxrubrica,1.3c
pxtatescale,0.4
pxtxalfa,1
pxufont,0.3
pygmentex,0.8
pygmentex.x86_64-linux,
python,0.21
pythonhighlight,
pythontex,0.16
pythontex.x86_64-linux,
qcircuit,2.6.0
qcm,2.1
qobitree,
qpxqtx,
qrcode,1.51
qsharp,0.3.1901.1401
qstest,
qsymbols,
qtree,3.1b
quantikz,0.9.2
quattrocento,
quicktype,0.1
quotchap,1.1
quoting,0.1c
quotmark,1.0
quran,1.5
quran-de,0.14
r_und_s,1.3i
raleway,1.4
ran_toks,1.1
randbild,0.2
randomlist,1.3
randomwalk,0.6
randtext,
rank-2-roots,1.0
rccol,1.2c
rcs,
rcs-multi,0.1a
rcsinfo,1.11
readarray,2.0
realboxes,0.2
realhats,2.0
realscripts,0.3d
rec-thy,3.01
recipe,0.9
recipebook,
recipecard,2.0
rectopma,
recycle,
refcheck,1.9.1
refenums,1.1.2
reflectgraphics,0.2c
refman,2.0e
refstyle,0.5
regcount,1.0
regexpatch,0.2d
register,1.9
regstats,1.0h
reledmac,2.31.0
relenc,
relsize,4.1
reotex,1.1
