Package,Version
beamer,3.62
beamer-FUBerlin,0.02b
beamer-rl,1.4b
beamer-tut-pt,
beamer-verona,0.2
beamer2thesis,2.2
beamerappendixnote,1.2.0
beameraudience,0.1
beamerauxtheme,1.02a
beamercolorthemeowl,0.1.1
beamerdarkthemes,0.5.1
beamerposter,1.13
beamersubframe,0.2
beamerswitch,1.7
beamertheme-cuerna,
beamertheme-detlevcm,1.02
beamertheme-epyt,1.0
beamertheme-focus,2.8.1
beamertheme-light,1.0
beamertheme-metropolis,1.2
beamertheme-npbt,4.1
beamertheme-phnompenh,1.0
beamertheme-pure-minimalistic,2.0.0
beamertheme-saintpetersburg,
beamertheme-upenn-bc,1.0
beamerthemejltree,1.1
beamerthemenirma,0.1
beamerthemenord,0.2.0
bearwear,0.2
beaulivre,
beebe,
begingreek,1.5
begriff,1.6
beilstein,2.1
belleek,
bengali,
bera,
berenisadf,1.004
besjournals,
bestpapers,1.0
betababel,0.5
beton,
beuron,1.3
bewerbung,1.2
bez123,1.1b
bezierplot,1.4
bgteubner,2.11
bguq,0.4
bhcexam,0.4
bib-fr,1.5
bib2gls,2.7
bib2gls.x86_64-linux,
bibarts,2.2
biber,2.16
biber.x86_64-linux,
bibexport,3.03
bibexport.x86_64-linux,
bibhtml,2.0.2
biblatex,3.16
biblatex-abnt,3.4
biblatex-ajc2020unofficial,0.2.0
biblatex-anonymous,2.6.2
biblatex-apa,9.14
biblatex-apa6,8.5
biblatex-archaeology,2.2
biblatex-arthistory-bonn,1.2
biblatex-bath,4.0
biblatex-bookinarticle,1.3.1a
biblatex-bookinother,2.3.3
biblatex-bwl,0.02
biblatex-caspervector,0.3.5
biblatex-cheatsheet,
biblatex-chem,1.1z
biblatex-chicago,2.0
biblatex-claves,1.2.1
biblatex-dw,1.7
biblatex-enc,1.0
biblatex-ext,0.12
biblatex-fiwi,1.7
biblatex-gb7714-2015,1.0w
biblatex-german-legal,002
biblatex-gost,1.21
biblatex-historian,0.4
biblatex-ieee,1.3d
biblatex-ijsra,0.1
biblatex-iso690,0.4
biblatex-jura2,0.4
biblatex-juradiss,0.23
biblatex-license,0.1
biblatex-lni,0.5
biblatex-luh-ipw,0.3
biblatex-manuscripts-philology,2.1.2
biblatex-mla,1.9
biblatex-morenames,1.3.1
biblatex-multiple-dm,1.0.1
biblatex-musuos,1.0
biblatex-nature,1.3d
biblatex-nejm,0.5.0
biblatex-nottsclassic,0.1
biblatex-opcit-booktitle,1.9.0
biblatex-oxref,2.2
biblatex-philosophy,1.9.8c
biblatex-phys,1.1b
biblatex-publist,1.21
biblatex-realauthor,2.7.1a
biblatex-sbl,0.12
biblatex-science,1.2
biblatex-shortfields,1.0.1
biblatex-socialscienceshuberlin,0.0.1
biblatex-software,1.2-3
biblatex-source-division,2.4.2
biblatex-subseries,1.2.0
biblatex-swiss-legal,1.1.2a
biblatex-trad,0.5
biblatex-true-citepages-omit,2.0.0
biblatex-unified,1.00
biblatex-vancouver,0.1
biblatex2bibitem,0.2.0
bibleref,1.25
bibleref-french,2.3.3
bibleref-german,1.0a
bibleref-lds,1.0
bibleref-mouth,1.0
bibleref-parse,1.1
bibletext,0.1.2
biblist,
bibtex,0.99d
bibtex.x86_64-linux,
bibtex8,3.71
bibtex8.x86_64-linux,
bibtexperllibs,1.6
bibtexu,
bibtexu.x86_64-linux,
bibtopic,1.1a
bibtopicprefix,1.10
bibunits,2.2
bidi,36.3
bidi-atbegshi,0.1
bidicontour,0.2
bidihl,0.1c
bidipagegrid,0.2
bidipresentation,0.3
bidishadowtext,0.1
bigfoot,2.1
bigintcalc,1.5
bigints,
binarytree,1.01
binomexp,1.0
biochemistry-colors,1.00
biocon,
biolett-bst,
bitelist,0.1
bithesis,1.0.1
bitpattern,
bitset,1.3
bitter,
bizcard,1.1
blacklettert1,
blindtext,2.0
blkarray,0.07
blochsphere,1.1
block,
blockdraw_mp,
bloques,1.0
blowup,1.0
blox,2.51
bnumexpr,1.2d
bodegraph,1.4
bohr,1.0
boisik,0.5
boites,1.1
bold-extra,0.1
boldtensors,
bondgraph,1.0
bondgraphs,1.0.1
bookcover,3.3
bookdb,0.2
bookest,1.1
bookhands,
booklet,0.7b
bookman,
bookmark,1.29
bookshelf,0.5
booktabs,1.61803398
booktabs-de,1.61803
booktabs-fr,1.00
boolexpr,3.14
boondox,1.02d
bophook,0.02
borceux,
bosisio,
boxedminipage,1.1
boxhandler,1.30
bpchem,1.1
bpolynomial,0.5
br-lex,
bracketkey,1.0
braids,2.0
braille,
braket,
brandeis-dissertation,3.11
brandeis-problemset,0.5.5
brandeis-thesis,3.1
breakcites,
breakurl,1.40
bredzenie,1.0
breqn,0.98k
bropd,1.2
brushscr,
bubblesort,1.0
bullcntr,0.04
bundledoc,3.4
bundledoc.x86_64-linux,
burmese,
businesscard-qrcode,1.2
bussproofs,1.1
bussproofs-extra,0.4
bxbase,1.2
bxcalc,1.1
bxcjkjatype,0.3
bxdpx-beamer,0.3
bxdvidriver,0.2a
bxeepic,0.2
bxenclose,0.2
bxghost,0.3.0
bxjaholiday,1.1.0
bxjalipsum,0.3a
bxjaprnind,0.3b
bxjatoucs,0.2
bxjscls,2.5
bxnewfont,0.2b
bxorigcapt,0.3
bxpapersize,0.5
bxpdfver,0.5a
bxtexlogo,0.4
bxwareki,0.6
bytefield,2.6
c-pascal,1.2
c90,
cabin,
cachepic,1.0
cachepic.x86_64-linux,
caladea,
calcage,0.90
calctab,0.6.1
calculation,1.0
calculator,2.0
calligra,
calligra-type1,001.000
callouts,
calrsfs,
cals,2.4.2
calxxxx-yyyy,20.21a
cancel,2.2
canoniclayout,0.5
cantarell,3.2
capt-of,
captcont,2.0
captdef,
caption,
carbohydrates,0.1
carlisle,
carlito,
carolmin-ps,
cascade,1.1
cascadia-code,0.0.1
cascadilla,1.8.2
cases,3.2
casyl,2.0
catchfile,1.8
catchfilebetweentags,1.1
catcodes,r0.2
catechis,2.5
catoptions,0.2.7h
causets,1.1
cbcoptic,0.2
cbfonts,
cbfonts-fd,1.2
cc-pl,1.02.2
ccaption,3.2c
ccfonts,1.2
ccicons,1.6
cclicenses,
ccool,3.1
cd,1.4
cd-cover,1.0
cdpbundl,0.36d
cell,
cellprops,2.0
cellspace,1.8.1
celtic,1.1
censor,3.22
centeredline,1.1
centerlastline,1.0
cesenaexam,0.2
cfr-initials,1.01
cfr-lm,1.5
changebar,3.6c
changelayout,1.0
changelog,2.4.0
changepage,1.0c
changes,4.0.1
chappg,2.1b
chapterfolder,2.0.1
charissil,5.0
charter,
chbibref,1.0
cheatsheet,0.8
checkcites,2.4
checkcites.x86_64-linux,
checkend,1.0
checklistings,1.0
checklistings.x86_64-linux,
chem-journal,
chemarrow,0.9
chembst,0.2.5
chemcompounds,
chemcono,1.3
chemexec,1.0
chemfig,1.6a
chemformula,4.16
chemgreek,1.1a
chemmacros,5.11a
chemnum,1.3a
chemplants,0.9.8
chemschemex,1.2
chemsec,1.12a
chemstyle,2.0m
cherokee,
chess,1.2
chess-problem-diagrams,1.15
chessboard,1.9
chessfss,1.2a
chet,2.2
chextras,1.01
chhaya,0.2
chicago,
chicago-annote,
chicagoa,
chickenize,0.3
chifoot,1.0
childdoc,2.0
chinese-jfm,1.1.1
chivo,2.1
chkfloat,0.1
chklref,3.1.2
chklref.x86_64-linux,
chktex,1.7.6
chktex.x86_64-linux,
chletter,2.0
chngcntr,1.1a
chordbars,1.1
chordbox,1.0
chronology,1.1.1
chronosys,1.2
chs-physics-report,
chscite,2.9999
churchslavonic,0.2.1
cinzel,
circ,1.1
circledsteps,1.3
circuit-macros,9.5
circuitikz,1.3.2
cite,5.5
citeall,1.4
citeref,1.1
cje,1.06
cjhebrew,0.2a
cjk,4.8.4
cjk-gs-integrate,20201206.0
cjk-gs-integrate.x86_64-linux,
cjk-ko,1.9
cjkpunct,4.8.4
cjkutils,4.8.4
cjkutils.x86_64-linux,
clara,
classics,0.1a
classicthesis,4.6
classpack,1.19
cleanthesis,0.4.0
clearsans,
clefval,0.1
cleveref,0.21.4
clipboard,0.3
clock,
clojure-pamphlet,1.3
clojure-pamphlet.x86_64-linux,
cloze,1.6
clrdblpg,1.0
clrscode,1.7
clrscode3e,
clrstrip,
cluttex,0.5
cluttex.x86_64-linux,
cm,
cm-lgc,0.5
cm-mf-extra-bold,
cm-super,
cm-unicode,0.7.0
cmap,1.0j
cmarrows,0.9
cmathbb,1.0
cmbright,8.1
cmcyr,
cmdstring,1.1
cmdtrack,
cmexb,
cmextra,
cmll,
cmpica,
cmpj,3.03
cmsd,
cmsrb,4.0
cmtiup,2.1
cmupint,1.1
cnbwp,
cnltx,0.15
cns,4.2.0
cntformats,0.7
cntperchap,0.3
cochineal,1.065
codeanatomy,0.4-Alpha
codedoc,0.3
codepage,
codesection,0.1
codicefiscaleitaliano,1.2
coelacanth,0.005
collcell,0.5
collectbox,0.4b
collection-basic,
collection-bibtexextra,
collection-binextra,
collection-context,
collection-fontsextra,
collection-fontsrecommended,
collection-fontutils,
collection-formatsextra,
collection-games,
collection-humanities,
collection-langarabic,
collection-langchinese,
collection-langcjk,
collection-langcyrillic,
collection-langczechslovak,
collection-langenglish,
collection-langeuropean,
collection-langfrench,
collection-langgerman,
collection-langgreek,
collection-langitalian,
collection-langjapanese,
collection-langkorean,
collection-langother,
collection-langpolish,
collection-langportuguese,
collection-langspanish,
collection-latex,
collection-latexextra,
collection-latexrecommended,
collection-luatex,
collection-mathscience,
collection-metapost,
collection-music,
collection-pictures,
collection-plaingeneric,
collection-pstricks,
collection-publishers,
collection-texworks,
collection-xetex,
collref,2.0c
colophon,1.1
color-edits,1.1
colordoc,
colorinfo,0.3c
coloring,0.2
colorist,
colorprofiles,20181105
colorsep,
colorspace,1.3
colortab,1.0
colortbl,1.0e
colorwav,1.0
colorweb,1.3
colourchange,1.22
combelow,0.99f
combine,0.7a
combinedgraphics,0.2.2
combofont,0.3
comfortaa,3.2
comicneue,1.2
comma,1.2
commado,r0.11a
commath,0.3
commedit,1.02
comment,3.8
commutative-diagrams,1.0.1
compactbib,
compare,
competences,1.0
complexity,0.81a
components-of-TeX,
comprehensive,13.0
computational-complexity,2.25f
concepts,0.0.5-r1
concmath,
concmath-fonts,
concprog,
concrete,
conditext,1.5
confproc,0.8
constants,1.0
conteq,0.1.1
context,
context-account,
context-algorithmic,
context-animation,
context-annotation,
context-bnf,
context-chromato,
context-cmscbf,
context-cmttbf,
context-construction-plan,
context-cyrillicnumbers,
context-degrade,
context-fancybreak,
context-filter,
context-french,
context-fullpage,
context-gantt,
context-gnuplot,
context-handlecsv,
context-inifile,
context-layout,
context-letter,
context-lettrine,
context-mathsets,
context-notes-zh-cn,
context-rst,
context-ruby,
context-simplefonts,
context-simpleslides,
context-title,
context-transliterator,
context-typearea,
context-typescripts,
context-vim,
context-visualcounter,
context.x86_64-linux,
continue,0.2
contour,2.14
contracard,2.0.0
conv-xkv,
convbkmk,0.30
convbkmk.x86_64-linux,
cooking,0.9b
cooking-units,1.46
cookingsymbols,1.1
cool,1.35
coollist,1.4
coolstr,2.2
coolthms,1.2
cooltooltips,1.0
coordsys,1.4
copyedit,1.6
copyrightbox,0.1
cormorantgaramond,3.601
correctmathalign,1.1
coseoul,1.1
countriesofeurope,0.23
counttexruns,1.00a
courier,
courier-scaled,
courierten,
courseoutline,1.0
coursepaper,2.0
coverpage,1.01
covington,2.5
cprotect,1.0e
cqubeamer,1.0
cquthesis,1.50
crbox,0.1
crimson,
crimsonpro,
crop,1.10.2
crossreference,
crossreftools,1.0
crossrefware,
crossrefware.x86_64-linux,
crossword,1.10
crosswrd,3.0
cryptocode,0.40
cryst,
cs,
csbulletin,
cslatex,
cslatex.x86_64-linux,
csplain,Mar. 2021
csplain.x86_64-linux,
csquotes,5.2l
csquotes-de,1.01
css-colors,1.02
cstex,
cstypo,0.03
csvmerge,1.0
csvsimple,1.21
ctable,1.31
ctablestack,1.0
ctan-o-mat,1.2
ctan-o-mat.x86_64-linux,
ctan_chk,1.0
ctanbib,0.1d
ctanbib.x86_64-linux,
ctanify,1.9.1
ctanify.x86_64-linux,
ctanupload,1.2c
ctanupload.x86_64-linux,
ctex,2.5.6
ctex-faq,
ctib,
ctie,1.1
ctie.x86_64-linux,
cuisine,0.7
cuprum,
currency,0.4
currfile,0.7d
currvita,
cursolatex,
curve,1.16
curve2e,2.2.15
curves,1.55
custom-bib,4.33
cutwin,0.1
cv,
cv4tw,0.2
cweb,
cweb-latex,
cweb-old,
cweb.x86_64-linux,
cyber,2.2
cybercic,2.1
cyklop,0.915
cyrillic,
cyrillic-bin,
cyrillic-bin.x86_64-linux,
cyrplain,
dad,1.2
dancers,
dantelogo,0.03
dashbox,1.14
dashrule,1.3
dashundergaps,2.0h
dataref,0.6
datatool,2.32
datax,1.1.1
dateiliste,0.6
datenumber,0.02
datetime,2.60
datetime2,1.5.7
datetime2-bahasai,1.01
datetime2-basque,1.2a
datetime2-breton,1.2
datetime2-bulgarian,1.1
datetime2-catalan,1.1
datetime2-croatian,1.0
datetime2-czech,1.1
datetime2-danish,1.1
datetime2-dutch,1.1
datetime2-en-fulltext,1.0
datetime2-english,1.05
datetime2-esperanto,1.1
datetime2-estonian,1.1
datetime2-finnish,1.2
datetime2-french,1.03
datetime2-galician,1.0
datetime2-german,3.0
datetime2-greek,1.1
datetime2-hebrew,1.1
datetime2-icelandic,1.1
datetime2-irish,1.1
datetime2-it-fulltext,1.6
datetime2-italian,1.3
datetime2-latin,1.0
datetime2-lsorbian,1.1
datetime2-magyar,1.1
datetime2-norsk,1.1
datetime2-polish,1.1
datetime2-portuges,1.1
datetime2-romanian,1.02
datetime2-russian,1.1
datetime2-samin,1.1
datetime2-scottish,1.1
datetime2-serbian,2.1.0
datetime2-slovak,1.1
datetime2-slovene,1.1
datetime2-spanish,1.1
datetime2-swedish,1.0
datetime2-turkish,1.1
datetime2-ukrainian,1.2a
datetime2-usorbian,1.1
datetime2-welsh,1.1
dblfloatfix,1.0a
dccpaper,2.1
dcpic,5.0.0
ddphonism,0.2
de-macro,1.4
de-macro.x86_64-linux,
decimal,
decision-table,0.0.3
decorule,0.7
dehyph,
dehyph-exptl,0.7
dejavu,2.34
dejavu-otf,0.04
delim,1.0
delimseasy,2.0
delimset,1.1
delimtxt,
denisbdoc,0.9.1
derivative,0.98
detex,
detex.x86_64-linux,
dhua,0.11
diabetes-logbook,
diadia,1.1
diadia.x86_64-linux,
diagbox,2.4
diagmac2,2.1
diagnose,0.2
dialogl,
dice,
dichokey,
dickimaw,
dictsym,
diffcoeff,3.2
digiconfigs,0.5
dijkstra,0.12
din1505,
dinat,2.5
dinbrief,
dingbat,1.0
directory,1.20
dirtree,0.32
dirtytalk,1.0
disser,1.5.0
ditaa,0.9
dithesis,0.2
dk-bib,0.6
dlfltxb,
dnaseq,0.01
dnp,
doc-pictex,
docbytex,
doclicense,2.3.0
docmfp,1.2d
docmute,1.4
docsurvey,
doctools,0.1
documentation,0.1
docutils,
doi,
doipubmed,1.01
domitian,1.0.1
dosepsbin,1.2
dosepsbin.x86_64-linux,
dot2texi,3.0
dotarrow,0.01a
dotlessi,1.1
dotseqn,1.1
dottex,0.6
doublestroke,1.111
doulossil,0.1
dowith,r0.32
download,1.2
dox,2.4
dozenal,7.2
dpcircling,1.0
dpfloat,
dprogress,0.1
drac,1
draftcopy,2.16
draftfigure,0.2
draftwatermark,3.0
dramatist,1.2e
dratex,
drawmatrix,1.5.0
drawstack,
drm,4.4
droid,3.2
droit-fr,1.2
drs,1.1b
drv,0.97
dsptricks,1.0
dsserif,1.01
dtk,2.08h
dtk-bibliography,2021-01
dtl,0.6.1
dtl.x86_64-linux,
dtxdescribe,1.02
dtxgallery,1
dtxgen,1.08
dtxgen.x86_64-linux,
dtxtut,2.1
ducksay,2.5a
duckuments,0.5
duerer,
duerer-latex,1.1
duotenzor,1.00
dutchcal,1.0
dvdcoll,1.1a
dvgloss,0.1
dvi2tty,6.0.0
dvi2tty.x86_64-linux,
dviasm,
dviasm.x86_64-linux,
dvicopy,1.5
dvicopy.x86_64-linux,
dvidvi,
dvidvi.x86_64-linux,
dviincl,1.00
dviinfox,1.04
dviinfox.x86_64-linux,
dviljk,
dviljk.x86_64-linux,
dviout-util,
dviout-util.x86_64-linux,
dvipdfmx,
dvipdfmx.x86_64-linux,
dvipng,1.17
dvipng.x86_64-linux,
dvipos,
dvipos.x86_64-linux,
dvips,
dvips.x86_64-linux,
dvipsconfig,1.6
dvisvgm,2.11
dvisvgm.x86_64-linux,
dynamicnumber,0.1.3
dynblocks,0.2b
dynkin-diagrams,3.14159265358979
dyntree,1.0
e-french,6.11
ean,
ean13isbn,
easy,0.99
easy-todo,
easybook,1.23z
easyfig,1.2a
easyfloats,1.0.0
easyformat,1.4.0
easylist,1.3
easyreview,1.0
ebezier,4
ebgaramond,
ebgaramond-maths,1.2
ebong,
ebong.x86_64-linux,
ebook,
ebproof,2.1.1
ebsthesis,1.0
ec,1.0
ecc,
ecclesiastic,0.3
ecgdraw,0.1
ecltree,1.1a
eco,1.3
ecobiblatex,1.0
econ-bst,2.8
econlipsum,0.8.2
econometrics,1.0
economic,
ecothesis,1.2
ecv,0.3
eczar,0.1
ed,1.8
edfnotes,0.6b
edichokey,2.01y
edmac,3.17
edmargin,1.2
ednotes,1.3a
eemeir,1.1b
eepic,1.1e
efbox,1.0
egameps,1.1
egplot,1.02a
ehhline,1.1
eiad,
eiad-ltx,1.0
eijkhout,
einfart,
ejpecp,1.9.0
ekaia,1.06
ekdosis,1.1
ektype-tanka,0.2
elbioimp,1.2
electrum,1.005-b
eledform,1.1a
eledmac,1.24.12
elegantbook,3.11
elegantnote,2.30
elegantpaper,0.09
elements,0.3
ellipse,1.0
ellipsis,1.8
elmath,1.2
elocalloc,0.03
elpres,0.8
els-cas-templates,2.1
elsarticle,3.3
elteikthesis,2.1
eltex,2.0
elvish,
elzcards,1.60
emarks,1.0
embedall,2.0
embedfile,2.11
embrac,0.9a
emf,1
emisa,2.3.0
emoji,0.2.1
emojicite,0.3
emp,
emptypage,1.2
emulateapj,
enctex,
encxvlna,1.1
endfloat,2.7
endheads,1.6
endiagram,0.1d
endnotes,
endnotes-hy,
endnotesj,3.0
endofproofwd,
engpron,2
engrec,1.1
engtlc,3.2
enigma,0.1
enotez,0.10c
enumitem,3.9
enumitem-zref,1.8
envbig,
environ,0.3
envlab,1.2
epigrafica,1.01
epigram,
epigraph,1.5e
epigraph-keys,1.0
epiolmec,
eplain,3.11
eplain.x86_64-linux,
epsdice,2.1
epsf,2.7.4
epsf-dvipdfmx,2014
epsincl,0.2
epslatex-fr,
epspdf,0.6.5
epspdf.x86_64-linux,
epspdfconversion,0.61
epstopdf,2.28
epstopdf-pkg,2.11
epstopdf.x86_64-linux,
eq-pin2corr,1.0
eqell,
eqexpl,1.1
eqlist,2.1
eqnalign,1.0a
eqname,
eqnarray,1.3
eqnnumwarn,1.0
eqparbox,4.1
erdc,1.1
erewhon,1.114
erewhon-math,0.45
errata,0.3
erw-l3,3.1
es-tex-faq,1.97
esami,2.5
esdiff,1.2
esindex,1.7
esint,1.2d
esint-type1,
esk,1.0
eskd,
eskdx,0.98
eso-pic,3.0a
esrelation,
esstix,1.0
estcpmm,0.4
esvect,1.3
etaremune,1.2
etbb,1.051
etdipa,2.6
etex,
etex-pkg,2.7
etexcmds,1.7
etextools,3.1415926
ethiop,0.7
ethiop-t1,
etoc,1.09c
etoolbox,2.5k
etoolbox-de,1
etsvthor,1.0
euclideangeometry,0.1.8
euenc,0.1h
euflag,0.8
eukdate,1.04
euler,2.5
eulerpx,0.2.1
eulervm,4.0
euro,1.1
euro-ce,3.0b
europasscv,
europecv,
eurosym,1.4-subrfix
euxm,
everyhook,1.2
everypage,2.0b
everysel,2.1
everyshi,4.00
exam,2.7
exam-n,1.1.4
exam-randomizechoices,0.1
examdesign,1.101
example,
examplep,0.04
exceltex,0.5.1
exceltex.x86_64-linux,
excludeonly,1.0
exercise,1.6
exercisebank,0.3.0
exercisepoints,1.2.3
exercises,1.1
exesheet,1.0
exframe,3.4
exp-testopt,0.3
expdlist,2.4
expex,5.1b
expkv,1.6
expkv-cs,0.6
expkv-def,0.7
expkv-opt,0.1b
export,1.8
expose-expl3-dunkerque-2019,1.2
expressg,1.5
exsheets,0.21k
exsol,1.4
extarrows,1.2.0
exteps,0.41
extpfeil,0.4
extract,1.9a
extsizes,1.4a
facsimile,1.0
factura,4.00
facture,1.2.2
facture-belge-simple-sans-tva,2.1
faktor,0.1b
fancybox,1.4
fancyhandout,
fancyhdr,4.0.1
fancyhdr-it,
fancylabel,1.1
fancynum,0.92
fancypar,1.2
fancyref,0.9c
fancyslides,1.0
fancytabs,1.9
fancytooltips,1.8
fancyvrb,3.7
fandol,0.3
fascicules,1
fast-diagram,1.1
fbb,1.16
fbithesis,1.2m
fbox,0.05
fbs,
fc,1.4
fcavtex,1.1
fcltxdoc,1.0
fcolumn,1.3
fdsymbol,0.8
fduthesis,0.7e
featpost,0.8.8
fei,4.10.1
fenixpar,0.92
fetamont,
fetchcls,1.0
feupphdteses,4.0
fewerfloatpages,1.0b
feyn,0.4.1
feynmf,1.08
feynmp-auto,1.1
ffslides,
fge,1.25
fgruler,1.3
fibeamer,1.1.8
fifinddo-info,1.1b
fifo-stack,1.0
fig4latex,0.2
fig4latex.x86_64-linux,
figbas,1.0.3
figbib,
figflow,
figsize,0.1
filecontents,1.5
filecontentsdef,1.5
filedate,
filehook,0.8a
fileinfo,0.81a
filemod,1.2
finbib,
findhyph,3.4
findhyph.x86_64-linux,
fink,2.2.1
